Assembly	N_contigs_0_bp	N_contigs_1000_bp	N_contigs_5000_bp	N_contigs_10000_bp	N_contigs_25000_bp	N_contigs_50000_bp	Total_length_0_bp	Total_length_1000_bp	Total_length_5000_bp	Total_length_10000_bp	Total_length_25000_bp	Total_length_50000_bp	N_contigs	Largest_contig	Total_length	GC	N50	N75	L50	L75	N_N_s_per_100_kbp	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	dunno	species	useGenome
GCA_002993435	96	59	35	28	21	18	3774771	3759689	3704830	3655831	3550782	3421969	70	600583	3767461	45.99	225478	124613	5	11	131.23	PRJNA436944	SAMN08636331	PVNY00000000.1	na	1589	1589	Lactobacillus pentosus	strain=IG5	NA	latest	Scaffold	Major	Full	2018-03-11	ASM299343v1	Instituto de la Grasa-CSIC	GCF_002993435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/435/GCA_002993435.1_ASM299343v1	NA	NA	pentosus	TRUE
GCA_002993465	460	178	96	68	37	17	4036506	3925697	3735168	3532489	3042440	2331584	252	534612	3975581	45.79	77194	26021	12	35	71.94	PRJNA436944	SAMN08636328	PVOB00000000.1	na	1589	1589	Lactobacillus pentosus	strain=IG2	NA	latest	Scaffold	Major	Full	2018-03-11	ASM299346v1	Instituto de la Grasa-CSIC	GCF_002993465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/465/GCA_002993465.1_ASM299346v1	NA	NA	pentosus	TRUE
GCA_002993485	187	98	57	42	29	17	3888927	3849341	3749631	3643450	3452249	3037703	131	635954	3871983	45.81	163296	67471	7	15	106.2	PRJNA436944	SAMN08636332	PVNX00000000.1	na	1589	1589	Lactobacillus pentosus	strain=IG6	NA	latest	Scaffold	Major	Full	2018-03-11	ASM299348v1	Instituto de la Grasa-CSIC	GCF_002993485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/485/GCA_002993485.1_ASM299348v1	NA	NA	pentosus	TRUE
GCA_002994725	27	25	22	21	19	14	3221350	3220592	3212089	3203368	3167018	2982311	25	528329	3220592	44.53	276444	142228	4	9	3.79	PRJNA435662	SAMN08583619	PVNN00000000.1	na	1590	1590	Lactobacillus plantarum	strain=C4	NA	latest	Scaffold	Major	Full	2018-03-13	ASM299472v1	University of Granada	GCF_002994725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/994/725/GCA_002994725.1_ASM299472v1	NA	NA	plantarum	TRUE
GCA_003020005	7	7	7	6	5	3	3412154	3412154	3412154	3402369	3387538	3297400	7	3175846	3412154	44.38	3175846	3175846	1	1	0	PRJNA378702	SAMN06560050	NA	na	1590	1590	Lactobacillus plantarum	strain=K25	NA	latest	Complete Genome	Major	Full	2018-03-27	ASM302000v1	Beijing Technology and Business University (BTBU)	GCF_003020005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/020/005/GCA_003020005.1_ASM302000v1	NA	NA	plantarum	TRUE
GCA_003023825	31	29	25	22	20	18	3201523	3200702	3191949	3168917	3134867	3063802	29	371421	3200702	44.49	174093	137462	6	11	0	PRJNA439183	SAMN08741665	PYBS00000000.1	na	1590	1590	Lactobacillus plantarum	strain=JDARSH	NA	latest	Contig	Major	Full	2018-03-27	ASM302382v1	National Centre for Cell Science Pune	GCF_003023825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/023/825/GCA_003023825.1_ASM302382v1	NA	NA	plantarum	TRUE
GCA_003045645	1	1	1	1	1	1	3022969	3022969	3022969	3022969	3022969	3022969	1	3022969	3022969	44.82	3022969	3022969	1	1	137.61	PRJNA445630	SAMN08794387	NA	na	1590	1590	Lactobacillus plantarum	strain=AS-10	NA	latest	Chromosome	Major	Full	2018-04-09	ASM304564v1	Rehman Medical Institute Peshawar, Pakistan	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/045/645/GCA_003045645.1_ASM304564v1	NA	NA	plantarum	TRUE
GCA_003045665	1	1	1	1	1	1	3153897	3153897	3153897	3153897	3153897	3153897	1	3153897	3153897	44.59	3153897	3153897	1	1	69.75	PRJNA445630	SAMN08794385	NA	na	1590	1590	Lactobacillus plantarum	strain=AS-8	NA	latest	Chromosome	Major	Full	2018-04-09	ASM304566v1	Rehman Medical Institute Peshawar, Pakistan	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/045/665/GCA_003045665.1_ASM304566v1	NA	NA	plantarum	TRUE
GCA_003045685	1	1	1	1	1	1	3007437	3007437	3007437	3007437	3007437	3007437	1	3007437	3007437	44.11	3007437	3007437	1	1	113.05	PRJNA445630	SAMN08794384	NA	na	60520	60520	Lactobacillus paraplantarum	strain=AS-7	NA	latest	Chromosome	Major	Full	2018-04-09	ASM304568v1	Rehman Medical Institute Peshawar, Pakistan	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/045/685/GCA_003045685.1_ASM304568v1	NA	NA	paraplantarum	TRUE
GCA_003045705	1	1	1	1	1	1	3092801	3092801	3092801	3092801	3092801	3092801	1	3092801	3092801	44.78	3092801	3092801	1	1	190.54	PRJNA445630	SAMN08794386	NA	na	1590	1590	Lactobacillus plantarum	strain=AS-9	NA	latest	Chromosome	Major	Full	2018-04-09	ASM304570v1	Rehman Medical Institute Peshawar, Pakistan	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/045/705/GCA_003045705.1_ASM304570v1	NA	NA	plantarum	TRUE
GCA_003045725	1	1	1	1	1	1	3056826	3056826	3056826	3056826	3056826	3056826	1	3056826	3056826	44.81	3056826	3056826	1	1	114.5	PRJNA445630	SAMN08794383	NA	na	1590	1590	Lactobacillus plantarum	strain=AS-6	NA	latest	Chromosome	Major	Full	2018-04-09	ASM304572v1	Rehman Medical Institute Peshawar, Pakistan	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/045/725/GCA_003045725.1_ASM304572v1	NA	NA	plantarum	TRUE
GCA_003046075	87	87	70	60	44	27	3323426	3323426	3275004	3201659	2928520	2330770	87	262335	3323426	44.32	74002	39130	17	31	6.41	PRJNA445879	SAMN08801724	PZQK00000000.1	na	1590	1590	Lactobacillus plantarum	strain=PFC-311	NA	latest	Scaffold	Major	Full	2018-04-09	ASM304607v1	NCAUR-USDA/ARS	GCF_003046075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/046/075/GCA_003046075.1_ASM304607v1	NA	NA	plantarum	TRUE
GCA_003053025	27	21	12	10	9	8	3113711	3110824	3084944	3068940	3056839	3007985	23	750619	3112434	44.66	386917	282622	3	6	0	PRJNA336518	SAMN05726898	QAZQ00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DS8_9	NA	latest	Contig	Major	Full	2018-04-17	ASM305302v1	USFDA	GCF_003053025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/053/025/GCA_003053025.1_ASM305302v1	NA	NA	plantarum	TRUE
GCA_003053035	50	34	29	27	22	16	3300490	3292120	3283341	3272540	3177264	2926575	43	469760	3297935	44.36	253414	118298	5	11	0	PRJNA336518	SAMN06464105	QAZO00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DS18_9	NA	latest	Contig	Major	Full	2018-04-17	ASM305303v1	USFDA	GCF_003053035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/053/035/GCA_003053035.1_ASM305303v1	NA	NA	plantarum	TRUE
GCA_003053045	38	32	26	25	20	16	3204801	3201483	3187451	3181331	3096738	2973162	36	641859	3204040	44.51	233220	142065	5	10	0	PRJNA336518	SAMN06464107	QAZP00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DS23_9	NA	latest	Contig	Major	Full	2018-04-17	ASM305304v1	USFDA	GCF_003053045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/053/045/GCA_003053045.1_ASM305304v1	NA	NA	plantarum	TRUE
GCA_003053165	36	30	24	22	19	13	3231607	3229111	3217126	3200168	3146764	2925566	32	465905	3230315	44.53	253112	150933	5	9	0	PRJNA336518	SAMN05726896	QAZR00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DS3_9	NA	latest	Contig	Major	Full	2018-04-17	ASM305316v1	USFDA	GCF_003053165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/053/165/GCA_003053165.1_ASM305316v1	NA	NA	plantarum	TRUE
GCA_003053185	32	23	16	11	11	10	3112570	3109234	3090870	3051934	3051934	3003180	25	611319	3110555	44.66	314918	249571	4	7	0	PRJNA336518	SAMN05726894	QAZS00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DS13_9	NA	latest	Contig	Major	Full	2018-04-17	ASM305318v1	USFDA	GCF_003053185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/053/185/GCA_003053185.1_ASM305318v1	NA	NA	plantarum	TRUE
GCA_003061725	71	45	42	39	31	20	3215836	3207223	3199171	3178307	3047994	2650192	48	501599	3209569	44.5	126971	67474	8	16	0	PRJNA336518	SAMN05726897	QAHF00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DS6_9	NA	latest	Contig	Major	Full	2018-04-14	ASM306172v1	USFDA	GCF_003061725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/061/725/GCA_003061725.1_ASM306172v1	NA	NA	plantarum	TRUE
GCA_003061765	40	33	30	28	23	17	3206260	3203144	3194823	3183620	3097590	2888886	35	553184	3204619	44.51	173687	113061	6	12	0	PRJNA336518	SAMN05726895	QAHG00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DS14_9	NA	latest	Contig	Major	Full	2018-04-14	ASM306176v1	USFDA	GCF_003061765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/061/765/GCA_003061765.1_ASM306176v1	NA	NA	plantarum	TRUE
GCA_003061785	42	28	23	21	16	14	3301350	3294054	3285306	3274505	3179229	3101342	37	836373	3299791	44.35	253414	157061	4	8	0	PRJNA336518	SAMN05726899	QAHE00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DS9_9	NA	latest	Contig	Major	Full	2018-04-14	ASM306178v1	USFDA	GCF_003061785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/061/785/GCA_003061785.1_ASM306178v1	NA	NA	plantarum	TRUE
GCA_003061805	25	18	15	15	14	13	3208332	3205156	3196866	3196866	3183482	3154346	21	836530	3207029	44.5	308930	179890	3	6	0	PRJNA336518	SAMN05726893	QAHH00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DS11_9	NA	latest	Contig	Major	Full	2018-04-14	ASM306180v1	USFDA	GCF_003061805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/061/805/GCA_003061805.1_ASM306180v1	NA	NA	plantarum	TRUE
GCA_003076435	1	1	1	1	1	1	3164369	3164369	3164369	3164369	3164369	3164369	1	3164369	3164369	44.66	3164369	3164369	1	1	0	PRJNA381357	SAMN06675000	NA	na	1590	1590	Lactobacillus plantarum	strain=plantarum	NA	latest	Complete Genome	Major	Full	2018-05-01	ASM307643v1	Beijing Academy of Agriculture and Forestry Sciences	GCF_003076435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/076/435/GCA_003076435.1_ASM307643v1	NA	NA	plantarum	TRUE
GCA_003097595	8	8	7	6	4	3	3447624	3447624	3444032	3437677	3411054	3380410	8	3230192	3447624	44.34	3230192	3230192	1	1	0	PRJNA445784	SAMN08939683	NA	na	1590	1590	Lactobacillus plantarum	strain=LQ80	NA	latest	Complete Genome	Major	Full	2018-05-08	ASM309759v1	Naoko Moriya's shared submissions	GCF_003097595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/097/595/GCA_003097595.1_ASM309759v1	NA	NA	plantarum	TRUE
GCA_003143915	2	2	2	2	2	1	3230597	3230597	3230597	3230597	3230597	3197727	2	3197727	3230597	44.54	3197727	3197727	1	1	0	PRJNA470532	SAMN09087848	NA	na	1590	1590	Lactobacillus plantarum	strain=HAC01	NA	latest	Complete Genome	Major	Full	2018-05-20	ASM314391v1	AtoGen Co., Ltd.	GCF_003143915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/143/915/GCA_003143915.1_ASM314391v1	NA	NA	plantarum	TRUE
GCA_003258615	138	138	79	63	43	23	3306513	3306513	3179912	3051500	2739909	2007848	138	201791	3306513	44.33	65121	34339	17	35	12.85	PRJNA448371	SAMN08828920	PZPN00000000.1	na	1590	1590	Lactobacillus plantarum	strain=EBKLp545	NA	latest	Scaffold	Major	Full	2018-06-20	ASM325861v1	Kangwon National University	GCF_003258615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/258/615/GCA_003258615.1_ASM325861v1	NA	NA	plantarum	TRUE
GCA_003269405	1	1	1	1	1	1	3231249	3231249	3231249	3231249	3231249	3231249	1	3231249	3231249	44.56	3231249	3231249	1	1	0	PRJNA474785	SAMN09373895	NA	na	1590	1590	Lactobacillus plantarum	strain=SK151	NA	latest	Complete Genome	Major	Full	2018-06-28	ASM326940v1	Dankook University	GCF_003269405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/269/405/GCA_003269405.1_ASM326940v1	NA	NA	plantarum	TRUE
GCA_003286955	3	3	3	3	2	1	3250749	3250749	3250749	3250749	3231120	3182556	3	3182556	3250749	44.54	3182556	3182556	1	1	0	PRJNA392823	SAMN07280659	NA	na	1590	1590	Lactobacillus plantarum	strain=DSR_M2	NA	latest	Complete Genome	Major	Full	2018-07-03	ASM328695v1	Korea Food Research Institute	GCF_003286955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/286/955/GCA_003286955.1_ASM328695v1	NA	NA	plantarum	TRUE
GCA_003325395	3	3	3	3	3	1	3191992	3191992	3191992	3191992	3191992	3120761	3	3120761	3191992	44.63	3120761	3120761	1	1	0	PRJNA479703	SAMN09602223	NA	na	1590	1590	Lactobacillus plantarum	strain=nF1	NA	latest	Complete Genome	Major	Full	2018-07-17	ASM332539v1	Biogenicskorea Co., Ltd.	GCF_003325395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/395/GCA_003325395.1_ASM332539v1	NA	NA	plantarum	TRUE
GCA_003325775	28	28	23	19	11	11	3370224	3370224	3355621	3325921	3194229	3194229	28	726176	3370224	44.31	449362	244275	3	6	0	PRJNA480792	SAMN09649875	QOSF00000000.1	na	1590	1590	Lactobacillus plantarum	strain=CRL 681	NA	latest	Contig	Major	Full	2018-07-17	ASM332577v1	CERELA	GCF_003325775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/775/GCA_003325775.1_ASM332577v1	NA	NA	plantarum	TRUE
GCA_900078525	66	54	42	39	32	20	3285094	3277242	3246781	3228670	3096305	2650394	66	425807	3285094	44.39	122578	63238	8	17	1.58	PRJEB13186	SAMEA3909876	FJVL00000000.1	na	1590	1590	Lactobacillus plantarum	strain=BFE 5092	1	latest	Contig	Major	Full	2016-04-21	lactobacillus plantarum BFE5092	handong university	GCF_900078525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/078/525/GCA_900078525.1_lactobacillus_plantarum_BFE5092	NA	NA	plantarum	TRUE
GCA_900080205	41	40	36	33	28	20	3287673	3286950	3274519	3255636	3166455	2862983	41	427141	3287673	44.45	143848	76228	7	15	1.34	PRJEB13384	SAMEA3924753	FKLQ00000000.1	na	1590	1590	Lactobacillus plantarum	NA	1	latest	Contig	Major	Full	2016-06-10	lactobacillus plantarum BFE5092	Handong Global University	GCF_900080205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/080/205/GCA_900080205.1_lactobacillus_plantarum_BFE5092	NA	NA	plantarum	TRUE
GCA_900092635	6	6	6	6	6	1	3891216	3891216	3891216	3891216	3891216	3698214	6	3698214	3891216	46.03	3698214	3698214	1	1	0	PRJEB14340	SAMEA4028762	FLYG00000000.1	na	1028490	1589	Lactobacillus pentosus MP-10	NA	Alorena table olives	latest	Contig	Major	Full	2016-07-20	017747.polished.fixstart	University of Jaén	GCF_900092635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/092/635/GCA_900092635.1_017747.polished.fixstart	NA	NA	pentosus	TRUE
GCA_900095045	693	196	96	74	45	25	3787643	3556607	3344656	3183987	2699811	2033370	385	188110	3688263	44.18	54215	22879	22	48	7.02	PRJEB14693	SAMEA4361075	FMBS00000000.1	na	1590	1590	Lactobacillus plantarum	NA	Lp790	latest	Contig	Major	Full	2017-06-02	Lp790	IZSLER	GCF_900095045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/045/GCA_900095045.1_Lp790	NA	NA	plantarum	TRUE
GCA_900095055	112	62	46	37	28	22	3274053	3249302	3210274	3143626	2980370	2779672	85	272456	3264461	44.47	141835	59261	9	17	0.67	PRJEB14693	SAMEA4361077	FMBQ00000000.1	na	1590	1590	Lactobacillus plantarum	NA	Lp998	latest	Contig	Major	Full	2017-06-02	Lp998	IZSLER	GCF_900095055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/055/GCA_900095055.1_Lp998	NA	NA	plantarum	TRUE
GCA_900095065	418	209	95	62	34	14	3411484	3308666	3047868	2816308	2375286	1580913	294	268830	3367896	44.42	48205	19738	17	41	0.59	PRJEB14693	SAMEA4361076	FMBR00000000.1	na	1590	1590	Lactobacillus plantarum	NA	Lp813	latest	Contig	Major	Full	2017-06-02	Lp813	IZSLER	GCF_900095065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/065/GCA_900095065.1_Lp813	NA	NA	plantarum	TRUE
GCA_900200135	189	141	99	82	43	15	3180983	3145389	3051963	2929174	2280963	1224536	189	128222	3180983	44.59	43303	22563	23	48	3.74	PRJEB22014	SAMEA104188795	FZSL00000000.1	na	1590	1590	Lactobacillus plantarum	NA	2003wt genome assembly	latest	Contig	Major	Full	2017-08-22	2003wt genome assembly	UNIVERSITY OF OSLO	GCF_900200135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/200/135/GCA_900200135.1_2003wt_genome_assembly	NA	NA	plantarum	TRUE
GCA_900289155	136	112	65	50	33	23	3290117	3272477	3155381	3049970	2772223	2402611	136	207540	3290117	44.33	103668	46341	12	25	0	PRJEB24689	SAMEA104569287	OKQP00000000.1	na	1590	1590	Lactobacillus plantarum	strain=CECT 8962	NA	latest	Contig	Major	Full	2018-03-01	L_plantarum_CECT_8962_Spades_Prokka	UVEG	GCF_900289155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/289/155/GCA_900289155.1_L_plantarum_CECT_8962_Spades_Prokka	NA	NA	plantarum	TRUE
GCA_900290085	161	127	84	66	39	18	3295692	3272520	3167492	3039134	2591040	1776321	161	174128	3295692	44.33	54053	30002	16	35	0	PRJEB24701	SAMEA104569513	OMOP00000000.1	na	1590	1590	Lactobacillus plantarum	strain=CECT 8966	NA	latest	Contig	Major	Full	2018-03-17	L_plantarum_CECT_8966_Spades_Prokka	UVEG	GCF_900290085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/290/085/GCA_900290085.1_L_plantarum_CECT_8966_Spades_Prokka	NA	NA	plantarum	TRUE
GCA_900290105	173	133	87	69	42	16	3247322	3220233	3115670	2991138	2535605	1556473	173	146590	3247322	44.41	48177	27285	18	39	0	PRJEB24700	SAMEA104569512	OKQV00000000.1	na	1590	1590	Lactobacillus plantarum	strain=CECT 8964	NA	latest	Contig	Major	Full	2018-03-01	L_plantarum_CECT_8964_Spades_Prokka	UVEG	GCF_900290105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/290/105/GCA_900290105.1_L_plantarum_CECT_8964_Spades_Prokka	NA	NA	plantarum	TRUE
GCA_900290125	152	126	86	69	39	18	3342151	3323723	3218084	3091499	2591575	1777235	152	173954	3342151	44.28	54128	29385	16	36	0	PRJEB24698	SAMEA104569510	OMOO00000000.1	na	1590	1590	Lactobacillus plantarum	strain=CECT 8965	NA	latest	Contig	Major	Full	2018-03-17	L_plantarum_CECT_8965_Spades_Prokka	UVEG	GCF_900290125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/290/125/GCA_900290125.1_L_plantarum_CECT_8965_Spades_Prokka	NA	NA	plantarum	TRUE
GCA_900290135	136	114	82	64	41	18	3248428	3232758	3148440	3019359	2626454	1728599	136	173954	3248428	44.41	54053	30906	16	35	0	PRJEB24699	SAMEA104569511	OKQT00000000.1	na	1590	1590	Lactobacillus plantarum	strain=CECT 8963	NA	latest	Contig	Major	Full	2018-03-01	L_plantarum_CECT_8963_Spades_Prokka	UVEG	GCF_900290135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/290/135/GCA_900290135.1_L_plantarum_CECT_8963_Spades_Prokka	NA	NA	plantarum	TRUE
GCA_900452585	12	12	12	10	10	6	3249549	3249549	3249549	3234300	3234300	3095462	12	2414532	3249549	44.5	2414532	214538	1	2	0	PRJEB6403	SAMEA104016171	UASU00000000.1	na	337330	1590	Lactobacillus plantarum subsp. plantarum	strain=NCTC13644	NA	latest	Contig	Major	Full	2018-06-29	55064_C01	SC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/452/585/GCA_900452585.1_55064_C01	many frameshifted proteins	NA	plantarum	TRUE
L-Mudanjiangensis-DSM-28402	282	24	17	15	11	8	3483651	3378162	3363391	3352259	3279298	3170520	42	798459	3389962	43.06	583250	456535	3	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mudanjiangensis	TRUE
